sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was an educational foundation.,It was a wooden foundation.,foundation,foundation,Different Sense,0.0951617956161499,7,0.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a wooden foundation.,foundation,foundation,Different Sense,0.09665155410766602,8,0.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a wooden foundation.,foundation,foundation,Different Sense,0.09925198554992676,9,0.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a wooden foundation.,foundation,foundation,Different Sense,0.09158718585968018,10,0.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a wooden foundation.,foundation,foundation,Different Sense,0.09145462512969971,11,0.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a wooden foundation.,foundation,foundation,Different Sense,0.09181970357894897,12,0.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.0,0,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.058654963970184326,1,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.08112859725952148,2,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.0959351658821106,3,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.09674704074859619,4,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.10356634855270386,5,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.1020364761352539,6,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.10358363389968872,7,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.10536050796508789,8,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.10576564073562622,9,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.10117733478546143,10,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.10315299034118652,11,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,Different Sense,0.10367786884307861,12,1.555555556,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.0,0,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.061829447746276855,1,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.07575780153274536,2,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.08805352449417114,3,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.08576393127441406,4,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.09213578701019287,5,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.08945268392562866,6,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.09382086992263794,7,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.09461414813995361,8,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.09381794929504395,9,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.08988195657730103,10,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.09326690435409546,11,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,Same Sense,0.09462040662765503,12,3.066666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.0,0,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.03122156858444214,1,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.03862804174423218,2,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.04149913787841797,3,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.04684722423553467,4,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.04977703094482422,5,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.049306631088256836,6,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.04868936538696289,7,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.04820120334625244,8,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.050852835178375244,9,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.05041235685348511,10,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.049152374267578125,11,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,Same Sense,0.049897074699401855,12,3.764705882,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.0,0,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.020857572555541992,1,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.03026813268661499,2,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.03856414556503296,3,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.04002535343170166,4,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.041087567806243896,5,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.038527727127075195,6,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.04058504104614258,7,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.03840994834899902,8,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.03929048776626587,9,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.03961670398712158,10,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.037733614444732666,11,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a social function.,function,function,Different Sense,0.03727865219116211,12,0.933333333,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.0,0,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.02158057689666748,1,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.02877730131149292,2,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.035791754722595215,3,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.037307798862457275,4,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.03963923454284668,5,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.0390128493309021,6,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.04269653558731079,7,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.040607452392578125,8,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.03927725553512573,9,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.040002405643463135,10,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.0401265025138855,11,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a business function.,function,function,Different Sense,0.04044598340988159,12,0.266666667,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.0,0,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.02116912603378296,1,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.025911152362823486,2,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.03498166799545288,3,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.03812968730926514,4,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.042455852031707764,5,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.0391993522644043,6,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.04129445552825928,7,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.04222744703292847,8,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.041928648948669434,9,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.041653573513031006,10,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.040275752544403076,11,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a social function.,function,function,Different Sense,0.04110980033874512,12,0.2,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.0,0,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.022687911987304688,1,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.034343600273132324,2,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.04301464557647705,3,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.042881786823272705,4,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.0462992787361145,5,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.04297906160354614,6,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.04456144571304321,7,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.043091535568237305,8,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.04278671741485596,9,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.043805599212646484,10,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.0432468056678772,11,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a linear function.,It was a business function.,function,function,Different Sense,0.044080376625061035,12,0.5,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.0,0,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.02076798677444458,1,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.030286312103271484,2,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.03482627868652344,3,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.03607010841369629,4,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.03939628601074219,5,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.03783690929412842,6,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.04039245843887329,7,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.039001524448394775,8,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.03877723217010498,9,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.04045116901397705,10,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.03949350118637085,11,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a mathematical function.,It was a linear function.,function,function,Same Sense,0.03847295045852661,12,3.75,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.0,0,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.021050631999969482,1,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.030377566814422607,2,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.04141390323638916,3,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.04077965021133423,4,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.04299885034561157,5,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.0432620644569397,6,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.04636526107788086,7,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.04631078243255615,8,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.046009719371795654,9,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.047473132610321045,10,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.045041799545288086,11,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
It was a social function.,It was a business function.,function,function,Same Sense,0.04609954357147217,12,3.384615385,6,6,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.0,0,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.026480257511138916,1,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.03607797622680664,2,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.0395771861076355,3,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.041082561016082764,4,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.04396522045135498,5,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.042845726013183594,6,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.04349017143249512,7,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.041985929012298584,8,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.0415341854095459,9,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.04246413707733154,10,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.040540337562561035,11,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the camp ground.,ground,ground,Different Sense,0.040583789348602295,12,2.285714286,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.0,0,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.02435201406478882,1,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.03278613090515137,2,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.034149765968322754,3,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.03685712814331055,4,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.04169970750808716,5,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.040039241313934326,6,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.04004710912704468,7,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.03834974765777588,8,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.039285242557525635,9,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.04023849964141846,10,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.04003983736038208,11,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the firm ground.,He was on the parade ground.,ground,ground,Different Sense,0.04023563861846924,12,1.846153846,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.0,0,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.020314395427703857,1,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.026640355587005615,2,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.03151357173919678,3,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.03357088565826416,4,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.03424036502838135,5,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.03177380561828613,6,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.03187549114227295,7,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.031735777854919434,8,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.031735241413116455,9,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.033193230628967285,10,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.03302651643753052,11,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the camp ground.,ground,ground,Different Sense,0.0336003303527832,12,2.923076923,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the parade ground.,ground,ground,Different Sense,0.0,0,3.5,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the parade ground.,ground,ground,Different Sense,0.016299903392791748,1,3.5,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the parade ground.,ground,ground,Different Sense,0.022453904151916504,2,3.5,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the parade ground.,ground,ground,Different Sense,0.027782738208770752,3,3.5,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the parade ground.,ground,ground,Different Sense,0.029267430305480957,4,3.5,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the parade ground.,ground,ground,Different Sense,0.030435621738433838,5,3.5,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the parade ground.,ground,ground,Different Sense,0.02944350242614746,6,3.5,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the parade ground.,ground,ground,Different Sense,0.029796898365020752,7,3.5,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
He was on the frozen ground.,He was on the parade ground.,ground,ground,Different Sense,0.031347572803497314,8,3.5,7,7,0,162322944,EleutherAI/pythia-160m,step1,seed3,3,1
